file,generated_caption,go_id,go_name,go_definition,similarity_score
protein_347_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins with different domain blocks and interaction clusters in the same region of the protein, or between two proteins with different domain blocks and interaction clusters in the",GO:0042765,GPI-anchor transamidase complex,"An enzyme complex which in humans and yeast consists of at least five proteins; for example, the complex contains GAA1, GPI8, PIG-S, PIG-U, and PIG-T in human, and Gaa1p, Gab1p, Gpi8p, Gpi16p, and Gpi17p in yeast. Catalyzes the posttranslational attachment of the carboxy-terminus of a precursor protein to a GPI-anchor.",0.5184067487716675
protein_347_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins with different domain blocks and interaction clusters in the same region of the protein, or between two proteins with different domain blocks and interaction clusters in the",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5170437097549438
protein_347_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins with different domain blocks and interaction clusters in the same region of the protein, or between two proteins with different domain blocks and interaction clusters in the",GO:0098637,protein complex involved in cell-matrix adhesion,Any protein complex that is capable of carrying out some part of the process of cell-matrix adhesion.,0.5158295631408691
protein_348_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but different from each other in terms of their domain blocks and interaction clusters if the two proteins are highly similar",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5390593409538269
protein_348_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but different from each other in terms of their domain blocks and interaction clusters if the two proteins are highly similar",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5385733842849731
protein_348_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but different from each other in terms of their domain blocks and interaction clusters if the two proteins are highly similar",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5341871976852417
protein_348_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but different from each other in terms of their domain blocks and interaction clusters if the two proteins are highly similar",GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.531347393989563
protein_348_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but different from each other in terms of their domain blocks and interaction clusters if the two proteins are highly similar",GO:0098637,protein complex involved in cell-matrix adhesion,Any protein complex that is capable of carrying out some part of the process of cell-matrix adhesion.,0.5145152807235718
protein_349_description.txt,a protein structural similarity matrix is a graph that shows the structural similarity of a protein and its interactions with other proteins in a given protein domain or protein interaction network a protein structural similarity matrix is a graph that shows the structural similar,GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5095894932746887
protein_349_description.txt,a protein structural similarity matrix is a graph that shows the structural similarity of a protein and its interactions with other proteins in a given protein domain or protein interaction network a protein structural similarity matrix is a graph that shows the structural similar,GO:0098637,protein complex involved in cell-matrix adhesion,Any protein complex that is capable of carrying out some part of the process of cell-matrix adhesion.,0.473369300365448
protein_349_description.txt,a protein structural similarity matrix is a graph that shows the structural similarity of a protein and its interactions with other proteins in a given protein domain or protein interaction network a protein structural similarity matrix is a graph that shows the structural similar,GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.47313427925109863
protein_349_description.txt,a protein structural similarity matrix is a graph that shows the structural similarity of a protein and its interactions with other proteins in a given protein domain or protein interaction network a protein structural similarity matrix is a graph that shows the structural similar,GO:0097161,DH domain binding,"Binding to a DH (Dbl homology) domain of a protein. The DH domain contains three structurally conserved regions separated by more variable regions. It is composed of 11 alpha helices that are folded into a flattened, elongated alpha-helix bundle in which two of the three conserved regions, conserved region 1 (CR1) and conserved region 3 (CR3), are exposed near the centre of one surface. CR1 and CR3, together with a part of alpha-6 and the DH/PH (pleckstrin homology) junction site, constitute the Rho GTPase interacting pocket.",0.47217118740081787
protein_349_description.txt,a protein structural similarity matrix is a graph that shows the structural similarity of a protein and its interactions with other proteins in a given protein domain or protein interaction network a protein structural similarity matrix is a graph that shows the structural similar,GO:0071536,obsolete RING-like zinc finger domain-mediated complex assembly,OBSOLETE. A process of protein complex assembly in which the arrangement and bonding together of the set of components that form the protein complex is mediated by a RING-like zinc finger domain interaction.,0.4710984230041504
protein_350_description.txt,"Identify the structural similarities between two proteins, and identify the structural similarities between two proteins that are similar to each other in terms of their domain blocks and interaction clusters, as well as the structural similarities between two proteins that are different from each other",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.6188619136810303
protein_350_description.txt,"Identify the structural similarities between two proteins, and identify the structural similarities between two proteins that are similar to each other in terms of their domain blocks and interaction clusters, as well as the structural similarities between two proteins that are different from each other",GO:0005515,protein binding,Binding to a protein.,0.5705002546310425
protein_350_description.txt,"Identify the structural similarities between two proteins, and identify the structural similarities between two proteins that are similar to each other in terms of their domain blocks and interaction clusters, as well as the structural similarities between two proteins that are different from each other",GO:0036290,protein trans-autophosphorylation,"The phosphorylation by a protein of a residue on an identical protein. For example, phosphorylation by the other kinase within a homodimer.",0.5693429708480835
protein_350_description.txt,"Identify the structural similarities between two proteins, and identify the structural similarities between two proteins that are similar to each other in terms of their domain blocks and interaction clusters, as well as the structural similarities between two proteins that are different from each other",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5661631226539612
protein_350_description.txt,"Identify the structural similarities between two proteins, and identify the structural similarities between two proteins that are similar to each other in terms of their domain blocks and interaction clusters, as well as the structural similarities between two proteins that are different from each other",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.565125048160553
protein_351_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with a visual representation of the protein's structural similarity to other proteins in the same family as well as to other proteins in different families",GO:0043522,leucine zipper domain binding,"Binding to a leucine zipper domain, a protein secondary structure exhibiting a periodic repetition of leucine residues at every seventh position over a distance covering eight helical turns.",0.6261022686958313
protein_351_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with a visual representation of the protein's structural similarity to other proteins in the same family as well as to other proteins in different families",GO:0097161,DH domain binding,"Binding to a DH (Dbl homology) domain of a protein. The DH domain contains three structurally conserved regions separated by more variable regions. It is composed of 11 alpha helices that are folded into a flattened, elongated alpha-helix bundle in which two of the three conserved regions, conserved region 1 (CR1) and conserved region 3 (CR3), are exposed near the centre of one surface. CR1 and CR3, together with a part of alpha-6 and the DH/PH (pleckstrin homology) junction site, constitute the Rho GTPase interacting pocket.",0.5909354090690613
protein_351_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with a visual representation of the protein's structural similarity to other proteins in the same family as well as to other proteins in different families",GO:0030911,TPR domain binding,"Binding to a tetratricopeptide repeat (TPR) domain of a protein, the consensus sequence of which is defined by a pattern of small and large hydrophobic amino acids and a structure composed of helices.",0.588767945766449
protein_351_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with a visual representation of the protein's structural similarity to other proteins in the same family as well as to other proteins in different families",GO:0051290,protein heterotetramerization,"The formation of a protein heterotetramer, a macromolecular structure consisting of four noncovalently associated subunits, of which not all are identical.",0.5714122653007507
protein_351_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with a visual representation of the protein's structural similarity to other proteins in the same family as well as to other proteins in different families",GO:0071889,14-3-3 protein binding,"Binding to a 14-3-3 protein. A 14-3-3 protein is any of a large family of approximately 30kDa acidic proteins which exist primarily as homo- and heterodimers within all eukaryotic cells, and have been implicated in the modulation of distinct biological processes by binding to specific phosphorylated sites on diverse target proteins, thereby forcing conformational changes or influencing interactions between their targets and other molecules. Each 14-3-3 protein sequence can be roughly divided into three sections: a divergent amino terminus, the conserved core region and a divergent carboxy-terminus. The conserved middle core region of the 14-3-3s encodes an amphipathic groove that forms the main functional domain, a cradle for interacting with client proteins.",0.5623727440834045
protein_352_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity analysis tool that can be used to identify repeating motifs, symmetry, and",GO:0043522,leucine zipper domain binding,"Binding to a leucine zipper domain, a protein secondary structure exhibiting a periodic repetition of leucine residues at every seventh position over a distance covering eight helical turns.",0.5847705602645874
protein_352_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity analysis tool that can be used to identify repeating motifs, symmetry, and",GO:0030911,TPR domain binding,"Binding to a tetratricopeptide repeat (TPR) domain of a protein, the consensus sequence of which is defined by a pattern of small and large hydrophobic amino acids and a structure composed of helices.",0.5727753043174744
protein_352_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity analysis tool that can be used to identify repeating motifs, symmetry, and",GO:0005602,complement component C1 complex,"A protein complex composed of six subunits of C1q, each formed of the three homologous polypeptide chains C1QA, C1QB, and C1QB, and tetramer of two C1QR and two C1QS polypeptide chains.",0.5645433664321899
protein_352_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity analysis tool that can be used to identify repeating motifs, symmetry, and",GO:0097161,DH domain binding,"Binding to a DH (Dbl homology) domain of a protein. The DH domain contains three structurally conserved regions separated by more variable regions. It is composed of 11 alpha helices that are folded into a flattened, elongated alpha-helix bundle in which two of the three conserved regions, conserved region 1 (CR1) and conserved region 3 (CR3), are exposed near the centre of one surface. CR1 and CR3, together with a part of alpha-6 and the DH/PH (pleckstrin homology) junction site, constitute the Rho GTPase interacting pocket.",0.5572205781936646
protein_352_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity analysis tool that can be used to identify repeating motifs, symmetry, and",GO:0051290,protein heterotetramerization,"The formation of a protein heterotetramer, a macromolecular structure consisting of four noncovalently associated subunits, of which not all are identical.",0.5564742088317871
protein_353_description.txt,"Identify the structural similarities between two proteins, and how they relate to each other in terms of structural similarity and interaction clusters as well as domain blocks and interaction clusters for each pair of proteins with the same structural similarity score on the matrix",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5770969390869141
protein_353_description.txt,"Identify the structural similarities between two proteins, and how they relate to each other in terms of structural similarity and interaction clusters as well as domain blocks and interaction clusters for each pair of proteins with the same structural similarity score on the matrix",GO:0050700,CARD domain binding,"Binding to a CARD (N-terminal caspase recruitment) domain, a protein-protein interaction domain that belongs to the death domain-fold superfamily. These protein molecule families are similar in structure with each consisting of six or seven anti-parallel alpha-helices that form highly specific homophilic interactions between signaling partners. CARD exists in the N-terminal prodomains of several caspases and in apoptosis-regulatory proteins and mediates the assembly of CARD-containing proteins that participate in activation or suppression of CARD carrying members of the caspase family.",0.5641310214996338
protein_353_description.txt,"Identify the structural similarities between two proteins, and how they relate to each other in terms of structural similarity and interaction clusters as well as domain blocks and interaction clusters for each pair of proteins with the same structural similarity score on the matrix",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.556018054485321
protein_353_description.txt,"Identify the structural similarities between two proteins, and how they relate to each other in terms of structural similarity and interaction clusters as well as domain blocks and interaction clusters for each pair of proteins with the same structural similarity score on the matrix",GO:0140517,protein-RNA adaptor activity,"The binding activity of a protein that brings together another protein and an RNA, permitting those molecules to function in a coordinated way.",0.5520768165588379
protein_353_description.txt,"Identify the structural similarities between two proteins, and how they relate to each other in terms of structural similarity and interaction clusters as well as domain blocks and interaction clusters for each pair of proteins with the same structural similarity score on the matrix",GO:0090665,glycoprotein complex,"A protein complex containing at least one glycosylated protein, may be held together by both covalent and noncovalent bonds.",0.5504934191703796
protein_354_description.txt,"a protein structural similarity matrix is a graph that shows the structural similarity of a protein to another protein in a given protein domain or interaction, as well as the structural similarity of a protein to other proteins in the same protein domain",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5576859712600708
protein_354_description.txt,"a protein structural similarity matrix is a graph that shows the structural similarity of a protein to another protein in a given protein domain or interaction, as well as the structural similarity of a protein to other proteins in the same protein domain",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5304620265960693
protein_354_description.txt,"a protein structural similarity matrix is a graph that shows the structural similarity of a protein to another protein in a given protein domain or interaction, as well as the structural similarity of a protein to other proteins in the same protein domain",GO:0071536,obsolete RING-like zinc finger domain-mediated complex assembly,OBSOLETE. A process of protein complex assembly in which the arrangement and bonding together of the set of components that form the protein complex is mediated by a RING-like zinc finger domain interaction.,0.5211117267608643
protein_354_description.txt,"a protein structural similarity matrix is a graph that shows the structural similarity of a protein to another protein in a given protein domain or interaction, as well as the structural similarity of a protein to other proteins in the same protein domain",GO:0044183,protein folding chaperone,Binding to a protein or a protein-containing complex to assist the protein folding process.,0.5202671885490417
protein_354_description.txt,"a protein structural similarity matrix is a graph that shows the structural similarity of a protein to another protein in a given protein domain or interaction, as well as the structural similarity of a protein to other proteins in the same protein domain",GO:0097161,DH domain binding,"Binding to a DH (Dbl homology) domain of a protein. The DH domain contains three structurally conserved regions separated by more variable regions. It is composed of 11 alpha helices that are folded into a flattened, elongated alpha-helix bundle in which two of the three conserved regions, conserved region 1 (CR1) and conserved region 3 (CR3), are exposed near the centre of one surface. CR1 and CR3, together with a part of alpha-6 and the DH/PH (pleckstrin homology) junction site, constitute the Rho GTPase interacting pocket.",0.5147286653518677
protein_355_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters as well as the number of residues shared between the two proteins",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5664739608764648
protein_355_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters as well as the number of residues shared between the two proteins",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5469385385513306
protein_355_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters as well as the number of residues shared between the two proteins",GO:0140517,protein-RNA adaptor activity,"The binding activity of a protein that brings together another protein and an RNA, permitting those molecules to function in a coordinated way.",0.5441293120384216
protein_355_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters as well as the number of residues shared between the two proteins",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5421063899993896
protein_355_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters as well as the number of residues shared between the two proteins",GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.5385849475860596
protein_356_description.txt,"a protein structural similarity matrix is a graph of the structural similarity of a protein and its interactions with other proteins in a protein domain or interaction network, as shown in the figure below a protein structural similarity matrix is",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5185703635215759
protein_356_description.txt,"a protein structural similarity matrix is a graph of the structural similarity of a protein and its interactions with other proteins in a protein domain or interaction network, as shown in the figure below a protein structural similarity matrix is",GO:0098637,protein complex involved in cell-matrix adhesion,Any protein complex that is capable of carrying out some part of the process of cell-matrix adhesion.,0.49414336681365967
protein_356_description.txt,"a protein structural similarity matrix is a graph of the structural similarity of a protein and its interactions with other proteins in a protein domain or interaction network, as shown in the figure below a protein structural similarity matrix is",GO:0071536,obsolete RING-like zinc finger domain-mediated complex assembly,OBSOLETE. A process of protein complex assembly in which the arrangement and bonding together of the set of components that form the protein complex is mediated by a RING-like zinc finger domain interaction.,0.492267370223999
protein_356_description.txt,"a protein structural similarity matrix is a graph of the structural similarity of a protein and its interactions with other proteins in a protein domain or interaction network, as shown in the figure below a protein structural similarity matrix is",GO:0097161,DH domain binding,"Binding to a DH (Dbl homology) domain of a protein. The DH domain contains three structurally conserved regions separated by more variable regions. It is composed of 11 alpha helices that are folded into a flattened, elongated alpha-helix bundle in which two of the three conserved regions, conserved region 1 (CR1) and conserved region 3 (CR3), are exposed near the centre of one surface. CR1 and CR3, together with a part of alpha-6 and the DH/PH (pleckstrin homology) junction site, constitute the Rho GTPase interacting pocket.",0.4894852340221405
protein_356_description.txt,"a protein structural similarity matrix is a graph of the structural similarity of a protein and its interactions with other proteins in a protein domain or interaction network, as shown in the figure below a protein structural similarity matrix is",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.4882292151451111
protein_357_description.txt,"a protein structural similarity matrix is shown in the figure below, where diagonal continuity and off-diagonal signals reflect protein domains and interactions in this matrix a protein structural similarity matrix is shown in the figure below, where diagonal continuity",GO:0071535,RING-like zinc finger domain binding,Binding to a RING-like zinc finger domain domain of a protein. The RING-like domain is a zinc finger domain that is related to the C3HC4 RING finger domain.,0.5874909162521362
protein_357_description.txt,"a protein structural similarity matrix is shown in the figure below, where diagonal continuity and off-diagonal signals reflect protein domains and interactions in this matrix a protein structural similarity matrix is shown in the figure below, where diagonal continuity",GO:0035877,death effector domain binding,"Binding to a DED domain (death effector domain) of a protein, a homotypic protein interaction module composed of a bundle of six alpha-helices that is related in structure to the death domain (DD).",0.581489086151123
protein_357_description.txt,"a protein structural similarity matrix is shown in the figure below, where diagonal continuity and off-diagonal signals reflect protein domains and interactions in this matrix a protein structural similarity matrix is shown in the figure below, where diagonal continuity",GO:0031266,TRAIL death-inducing signaling complex,A protein complex formed upon binding of TRAIL to its ligand. The complex includes FADD/Mort1 and procaspase-8 addition to the ligand-bound receptor.,0.5742002725601196
protein_357_description.txt,"a protein structural similarity matrix is shown in the figure below, where diagonal continuity and off-diagonal signals reflect protein domains and interactions in this matrix a protein structural similarity matrix is shown in the figure below, where diagonal continuity",GO:0032090,Pyrin domain binding,"Binding to a Pyrin (PAAD/DAPIN) domain, a protein-protein interaction domain that has the same fold as the Death domain.",0.5703088045120239
protein_357_description.txt,"a protein structural similarity matrix is shown in the figure below, where diagonal continuity and off-diagonal signals reflect protein domains and interactions in this matrix a protein structural similarity matrix is shown in the figure below, where diagonal continuity",GO:0097161,DH domain binding,"Binding to a DH (Dbl homology) domain of a protein. The DH domain contains three structurally conserved regions separated by more variable regions. It is composed of 11 alpha helices that are folded into a flattened, elongated alpha-helix bundle in which two of the three conserved regions, conserved region 1 (CR1) and conserved region 3 (CR3), are exposed near the centre of one surface. CR1 and CR3, together with a part of alpha-6 and the DH/PH (pleckstrin homology) junction site, constitute the Rho GTPase interacting pocket.",0.5639211535453796
protein_358_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters if the two proteins are structurally similar to each other.",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5408538579940796
protein_358_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters if the two proteins are structurally similar to each other.",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5400627851486206
protein_358_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters if the two proteins are structurally similar to each other.",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5340050458908081
protein_358_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters if the two proteins are structurally similar to each other.",GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.5308196544647217
protein_358_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters if the two proteins are structurally similar to each other.",GO:0098637,protein complex involved in cell-matrix adhesion,Any protein complex that is capable of carrying out some part of the process of cell-matrix adhesion.,0.5157510638237
protein_359_description.txt,"a protein structural similarity matrix is shown in the figure below, where diagonal continuity and off-diagonal signals reflect protein domains and interactions in this matrix a protein structural similarity matrix is shown in the figure below, where diagonal continuity",GO:0071535,RING-like zinc finger domain binding,Binding to a RING-like zinc finger domain domain of a protein. The RING-like domain is a zinc finger domain that is related to the C3HC4 RING finger domain.,0.5874909162521362
protein_359_description.txt,"a protein structural similarity matrix is shown in the figure below, where diagonal continuity and off-diagonal signals reflect protein domains and interactions in this matrix a protein structural similarity matrix is shown in the figure below, where diagonal continuity",GO:0035877,death effector domain binding,"Binding to a DED domain (death effector domain) of a protein, a homotypic protein interaction module composed of a bundle of six alpha-helices that is related in structure to the death domain (DD).",0.581489086151123
protein_359_description.txt,"a protein structural similarity matrix is shown in the figure below, where diagonal continuity and off-diagonal signals reflect protein domains and interactions in this matrix a protein structural similarity matrix is shown in the figure below, where diagonal continuity",GO:0031266,TRAIL death-inducing signaling complex,A protein complex formed upon binding of TRAIL to its ligand. The complex includes FADD/Mort1 and procaspase-8 addition to the ligand-bound receptor.,0.5742002725601196
protein_359_description.txt,"a protein structural similarity matrix is shown in the figure below, where diagonal continuity and off-diagonal signals reflect protein domains and interactions in this matrix a protein structural similarity matrix is shown in the figure below, where diagonal continuity",GO:0032090,Pyrin domain binding,"Binding to a Pyrin (PAAD/DAPIN) domain, a protein-protein interaction domain that has the same fold as the Death domain.",0.5703088045120239
protein_359_description.txt,"a protein structural similarity matrix is shown in the figure below, where diagonal continuity and off-diagonal signals reflect protein domains and interactions in this matrix a protein structural similarity matrix is shown in the figure below, where diagonal continuity",GO:0097161,DH domain binding,"Binding to a DH (Dbl homology) domain of a protein. The DH domain contains three structurally conserved regions separated by more variable regions. It is composed of 11 alpha helices that are folded into a flattened, elongated alpha-helix bundle in which two of the three conserved regions, conserved region 1 (CR1) and conserved region 3 (CR3), are exposed near the centre of one surface. CR1 and CR3, together with a part of alpha-6 and the DH/PH (pleckstrin homology) junction site, constitute the Rho GTPase interacting pocket.",0.5639211535453796
protein_360_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins in a given domain block or interaction cluster, as well as the structural similarity between two proteins in a given domain block or interaction cluster,",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5420289039611816
protein_360_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins in a given domain block or interaction cluster, as well as the structural similarity between two proteins in a given domain block or interaction cluster,",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5283989906311035
protein_360_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins in a given domain block or interaction cluster, as well as the structural similarity between two proteins in a given domain block or interaction cluster,",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5224515795707703
protein_360_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins in a given domain block or interaction cluster, as well as the structural similarity between two proteins in a given domain block or interaction cluster,",GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.5168547630310059
protein_360_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins in a given domain block or interaction cluster, as well as the structural similarity between two proteins in a given domain block or interaction cluster,",GO:0140517,protein-RNA adaptor activity,"The binding activity of a protein that brings together another protein and an RNA, permitting those molecules to function in a coordinated way.",0.5164265036582947
protein_361_description.txt,"a protein domain is represented by a horizontal line and a protein interaction is represented by a vertical line in the middle of the matrix, with a diagonal line in the middle of the matrix and a vertical line in the middle",GO:0042731,PH domain binding,"Binding to a PH domain (pleckstrin homology) of a protein, a domain of about 100 residues that occurs in a wide range of proteins involved in intracellular signaling or as constituents of the cytoskeleton.",0.6446895003318787
protein_361_description.txt,"a protein domain is represented by a horizontal line and a protein interaction is represented by a vertical line in the middle of the matrix, with a diagonal line in the middle of the matrix and a vertical line in the middle",GO:0035877,death effector domain binding,"Binding to a DED domain (death effector domain) of a protein, a homotypic protein interaction module composed of a bundle of six alpha-helices that is related in structure to the death domain (DD).",0.6249955296516418
protein_361_description.txt,"a protein domain is represented by a horizontal line and a protein interaction is represented by a vertical line in the middle of the matrix, with a diagonal line in the middle of the matrix and a vertical line in the middle",GO:0019904,protein domain specific binding,Binding to a specific domain of a protein.,0.6219587922096252
protein_361_description.txt,"a protein domain is represented by a horizontal line and a protein interaction is represented by a vertical line in the middle of the matrix, with a diagonal line in the middle of the matrix and a vertical line in the middle",GO:0017058,FH1 domain binding,"Binding to a FH1 domain of a protein, a proline-rich domain, usually located in front of a FH2 domain.",0.612763524055481
protein_361_description.txt,"a protein domain is represented by a horizontal line and a protein interaction is represented by a vertical line in the middle of the matrix, with a diagonal line in the middle of the matrix and a vertical line in the middle",GO:1990808,F-bar domain binding,"Binding to an F-BAR domain of a protein, a domain of about 60 residues that occurs in a wide range of cytoskeletal proteins.",0.6127147078514099
protein_362_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters a protein similarity matrix is a graph of structural similar",GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.5004042983055115
protein_362_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters a protein similarity matrix is a graph of structural similar",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.4943496882915497
protein_362_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters a protein similarity matrix is a graph of structural similar",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.49212998151779175
protein_362_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters a protein similarity matrix is a graph of structural similar",GO:0098637,protein complex involved in cell-matrix adhesion,Any protein complex that is capable of carrying out some part of the process of cell-matrix adhesion.,0.4911348223686218
protein_362_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters a protein similarity matrix is a graph of structural similar",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.4876856803894043
protein_363_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a visual representation of the protein's structural similarity to other proteins in the same family as the protein matrix",GO:0043522,leucine zipper domain binding,"Binding to a leucine zipper domain, a protein secondary structure exhibiting a periodic repetition of leucine residues at every seventh position over a distance covering eight helical turns.",0.6117287874221802
protein_363_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a visual representation of the protein's structural similarity to other proteins in the same family as the protein matrix",GO:0097161,DH domain binding,"Binding to a DH (Dbl homology) domain of a protein. The DH domain contains three structurally conserved regions separated by more variable regions. It is composed of 11 alpha helices that are folded into a flattened, elongated alpha-helix bundle in which two of the three conserved regions, conserved region 1 (CR1) and conserved region 3 (CR3), are exposed near the centre of one surface. CR1 and CR3, together with a part of alpha-6 and the DH/PH (pleckstrin homology) junction site, constitute the Rho GTPase interacting pocket.",0.5890976786613464
